chave,ITEM,NUMPEDVEN,QTCOMP,STATUS,AUTORIZADO
7133249550550,4780946,1155222188,1,AUTORIZADO,Autorizado
52924960300630,7809286,1155326741,2,AUTORIZADO,Autorizado
7133259550550,7872105,1155264004,1,AUTORIZADO,Autorizado
95762950620,7754456,1155262070,1,AUTORIZADO,Autorizado
52925060300630,7809286,1155328472,2,AUTORIZADO,Autorizado
718276694950,6016067,1154883874,1,AUTORIZADO,Autorizado
718277694950,7942181,1154888558,1,AUTORIZADO,Autorizado
7133269550550,7936784,1155178574,1,AUTORIZADO,Autorizado
7133279550550,7709432,1155226632,1,AUTORIZADO,Autorizado
718278694950,7936784,1154948490,1,AUTORIZADO,Autorizado
7133289550550,7834981,1155270988,1,AUTORIZADO,Autorizado
7133299550550,7914188,1155284663,1,AUTORIZADO,Autorizado
718279694950,7938429,1154957769,1,AUTORIZADO,Autorizado
7133309550550,7922923,1155292211,1,AUTORIZADO,Autorizado
718280694950,7751837,1155003969,1,AUTORIZADO,Autorizado
7133309550550,7709449,1155292211,1,AUTORIZADO,Autorizado
718281694950,7257605,1155085032,1,AUTORIZADO,Autorizado
718282694950,7453755,1155183605,1,AUTORIZADO,Autorizado
718283694950,7668951,1155221401,2,AUTORIZADO,Autorizado
52925160300630,7809286,1155329338,2,AUTORIZADO,Autorizado
272948729002910,4535447,1153497470,1,AUTORIZADO,Autorizado
52925260300630,6531768,1155248697,2,AUTORIZADO,Autorizado
272948729002910,7449352,1153497470,1,AUTORIZADO,Autorizado
718284694950,6506704,1155221898,2,AUTORIZADO,Autorizado
272948729002910,5847570,1153497470,1,AUTORIZADO,Autorizado
606645529002910,7388897,1154928962,2,AUTORIZADO,Autorizado
718285694950,7668951,1155227833,2,AUTORIZADO,Autorizado
606646529002910,7809286,1154933232,2,AUTORIZADO,Autorizado
718286694950,6506704,1155228158,2,AUTORIZADO,Autorizado
718287694950,6506704,1155300526,2,AUTORIZADO,Autorizado
272951729002910,7950988,1154946115,1,AUTORIZADO,Autorizado
718288694950,7854699,1155324043,1,AUTORIZADO,Autorizado
606647529002910,7808388,1154991282,5,AUTORIZADO,Autorizado
718289694950,7709432,1155357427,1,AUTORIZADO,Autorizado
606648529002910,7936784,1154992934,1,AUTORIZADO,Autorizado
272955729002910,7924217,1155001803,1,AUTORIZADO,Autorizado
606649529002910,7936784,1155006540,1,AUTORIZADO,Autorizado
52925360300630,7809286,1155340109,2,AUTORIZADO,Autorizado
272957729002910,7631320,1155049124,1,AUTORIZADO,Autorizado
606650529002910,6016067,1155064956,1,AUTORIZADO,Autorizado
606651529002910,7936784,1155093571,1,AUTORIZADO,Autorizado
606652529002910,8039750,1155110158,2,AUTORIZADO,Autorizado
606652529002910,8041005,1155110158,1,AUTORIZADO,Autorizado
272963729002910,7716102,1155195820,1,AUTORIZADO,Autorizado
272966729002910,7922480,1155211358,1,AUTORIZADO,Autorizado
272964729002910,6627416,1155197440,1,AUTORIZADO,Autorizado
606653529002910,7825880,1155236041,1,AUTORIZADO,Autorizado
606654529002910,6480813,1155245808,1,AUTORIZADO,Autorizado
606655529002910,7825880,1155257080,1,AUTORIZADO,Autorizado
52925460300630,7809286,1155347440,2,AUTORIZADO,Autorizado
606656529002910,6016067,1155298549,1,AUTORIZADO,Autorizado
52925560300630,7809286,1155364542,2,AUTORIZADO,Autorizado
52925660300630,7809286,1155365286,2,AUTORIZADO,Autorizado
7133439550550,7973444,1155283899,1,AUTORIZADO,Autorizado
52925760300630,7809286,1155365813,2,AUTORIZADO,Autorizado
52925860300630,7809286,1155382277,2,AUTORIZADO,Autorizado
52925960300630,7809286,1155392589,2,AUTORIZADO,Autorizado
52926060300630,7809286,1155393869,2,AUTORIZADO,Autorizado
718298694950,7875816,1154153114,1,AUTORIZADO,Autorizado
52926160300630,7809286,1155398947,2,AUTORIZADO,Autorizado
718299694950,7922480,1154384759,1,AUTORIZADO,Autorizado
718300694950,6182410,1154636131,1,AUTORIZADO,Autorizado
718301694950,7953118,1154825325,1,AUTORIZADO,Autorizado
718302694950,7940552,1155032227,1,AUTORIZADO,Autorizado
718303694950,8007735,1155092794,1,AUTORIZADO,Autorizado
718304694950,7727337,1155171170,1,AUTORIZADO,Autorizado
718305694950,7789656,1155382065,1,AUTORIZADO,Autorizado
52926460300630,7976674,1155335224,1,AUTORIZADO,Autorizado
52926260300630,5326648,1155243601,1,AUTORIZADO,Autorizado
52926360300630,7910678,1155348411,1,AUTORIZADO,Autorizado
52926560300630,7809286,1155407783,2,AUTORIZADO,Autorizado
52926660300630,7978289,1155407338,1,AUTORIZADO,Autorizado
86959512590640,7856570,1155286683,1,AUTORIZADO,Autorizado
52926760300630,7984884,1155401474,1,AUTORIZADO,Autorizado
52926860300630,7406515,1155397330,1,AUTORIZADO,Autorizado
43452850620,7847585,1155156686,1,AUTORIZADO,Autorizado
43453850620,7779916,1155187627,1,AUTORIZADO,Autorizado
43454850620,7777042,1155224127,1,AUTORIZADO,Autorizado
52926960300630,7809286,1155409409,2,AUTORIZADO,Autorizado
43455850620,7601569,1155268605,1,AUTORIZADO,Autorizado
43456850620,7825880,1155274742,1,AUTORIZADO,Autorizado
43457850620,7825880,1155278371,1,AUTORIZADO,Autorizado
43458850620,7771095,1155281554,1,AUTORIZADO,Autorizado
43459850620,7825880,1155292223,1,AUTORIZADO,Autorizado
606665529002910,5866151,1155328370,1,AUTORIZADO,Autorizado
43460850620,7825880,1155296722,1,AUTORIZADO,Autorizado
43461850620,7825880,1155306676,1,AUTORIZADO,Autorizado
606666529002910,5866151,1155330113,1,AUTORIZADO,Autorizado
43462850620,7825880,1155362085,1,AUTORIZADO,Autorizado
86959612590640,7860720,1155313091,1,AUTORIZADO,Autorizado
43463850620,6182410,1155385764,1,AUTORIZADO,Autorizado
439310925002500,7929212,1155231981,1,AUTORIZADO,Autorizado
606667529002910,6660864,1155339641,1,AUTORIZADO,Autorizado
52927060300630,7809286,1155409828,2,AUTORIZADO,Autorizado
86959712590640,7875953,1155420232,1,AUTORIZADO,Autorizado
439312925002500,7956744,1155369425,1,AUTORIZADO,Autorizado
439311925002500,5346783,1155249423,1,AUTORIZADO,Autorizado
606668529002910,6016067,1155347394,1,AUTORIZADO,Autorizado
43464850620,7825880,1155397490,1,AUTORIZADO,Autorizado
43465850620,7105128,1155401562,1,AUTORIZADO,Autorizado
606669529002910,6975388,1155350393,1,AUTORIZADO,Autorizado
43466850620,7940392,1155407483,1,AUTORIZADO,Autorizado
606670529002910,7825880,1155362027,1,AUTORIZADO,Autorizado
272990729002910,7890659,1155376172,1,AUTORIZADO,Autorizado
272991729002910,7473227,1155381225,1,AUTORIZADO,Autorizado
606671529002910,7825880,1155382211,1,AUTORIZADO,Autorizado
606672529002910,7825880,1155386799,1,AUTORIZADO,Autorizado
606673529002910,7825880,1155390587,1,AUTORIZADO,Autorizado
606674529002910,7825880,1155393165,1,AUTORIZADO,Autorizado
606675529002910,7956706,1155396802,1,AUTORIZADO,Autorizado
52927160300630,7809286,1155424295,2,AUTORIZADO,Autorizado
606676529002910,7825880,1155398055,1,AUTORIZADO,Autorizado
606677529002910,7825880,1155405528,1,AUTORIZADO,Autorizado
52927260300630,7809286,1155426843,2,AUTORIZADO,Autorizado
52927360300630,7809286,1155429424,2,AUTORIZADO,Autorizado
52927460300630,6479022,1155434231,8,AUTORIZADO,Autorizado
52927560300630,7809286,1155430845,2,AUTORIZADO,Autorizado
273001729002910,6733568,1153390180,1,AUTORIZADO,Autorizado
606678529002910,7476419,1155332786,1,AUTORIZADO,Autorizado
273003729002910,7950988,1155338404,1,AUTORIZADO,Autorizado
52927660300630,7809286,1155431782,2,AUTORIZADO,Autorizado
52927860300630,7978098,1155415348,1,AUTORIZADO,Autorizado
52927760300630,6312183,1155399729,1,AUTORIZADO,Autorizado
52928560300630,5505142,1155406216,1,AUTORIZADO,Autorizado
52927960300630,4062424,1155448741,1,AUTORIZADO,Autorizado
52928260300630,5505142,1155339691,1,AUTORIZADO,Autorizado
52928060300630,5505142,1155437073,1,AUTORIZADO,Autorizado
52928860300630,7978036,1155304655,1,AUTORIZADO,Autorizado
52928660300630,5505142,1155438390,1,AUTORIZADO,Autorizado
52928360300630,5505142,1155222760,1,AUTORIZADO,Autorizado
52928760300630,6014421,1155364110,1,AUTORIZADO,Autorizado
7133469550550,7944772,1155440508,1,AUTORIZADO,Autorizado
52928160300630,4062424,1155382182,1,AUTORIZADO,Autorizado
52928460300630,7813993,1155376407,1,AUTORIZADO,Autorizado
7133479550550,7825880,1155441429,1,AUTORIZADO,Autorizado
